Size	Connectance	Basal_p	Network	Species	Persistence	in_Degree	out_Degree	STL	m12	m36	m38	m6	p(12, 0, 1)	p(12, 1, 0)	p(12, 1, 1)	p(36, 0, 1)	p(36, 2, 0)	p(38, 0, 2)	p(38, 1, 1)	p(38, 2, 0)	p(6, 0, 2)	p(6, 1, 0)
242	0.056	1.0	reef_noSynodus	"sp9"	0.3667	7	6	3	75	289	36	629	45	7	23	288	1	3	19	14	18	611
242	0.056	1.0	reef_noSynodus	"sp32"	0.36476	6	4	3	80	395	19	513	51	8	21	395	0	10	3	6	5	508
242	0.056	1.0	reef_noSynodus	"sp96"	0.36949	16	11	3	237	788	108	786	60	22	155	768	20	52	21	35	68	718
242	0.056	1.0	reef_noSynodus	"sp45"	0.34219	15	2	2	177	249	42	270	175	0	2	249	0	13	28	1	92	178
242	0.056	1.0	reef_noSynodus	"sp68"	0.39274	7	40	2	623	845	172	369	18	422	183	133	712	7	97	68	14	355
242	0.056	1.0	reef_noSynodus	"sp21"	0.4012	10	9	2	177	380	69	85	7	124	46	355	25	14	44	11	31	54
242	0.056	1.0	reef_noSynodus	"sp120"	0.37008	8	10	3	137	406	47	998	55	35	47	369	37	6	33	8	22	976
242	0.056	1.0	reef_noSynodus	"sp35"	0.40295	6	4	2	45	171	12	564	18	4	23	171	0	5	1	6	10	554
242	0.056	1.0	reef_noSynodus	"sp173"	0.38051	5	10	3	83	420	40	1208	30	14	39	397	23	7	11	22	3	1205
242	0.056	1.0	reef_noSynodus	"sp132"	0.37635	15	3	2	102	790	59	555	57	3	42	790	0	53	3	3	52	503
242	0.056	1.0	reef_noSynodus	"sp113"	0.40211	3	5	2	42	119	10	551	14	14	14	116	3	2	1	7	1	550
242	0.056	1.0	reef_noSynodus	"sp142"	0.35134	15	4	3	134	506	76	562	90	5	39	506	0	49	21	6	56	506
242	0.056	1.0	reef_noSynodus	"sp214"	0.43434	3	15	2	76	178	53	852	1	30	45	126	52	0	0	53	3	849
242	0.056	1.0	reef_noSynodus	"sp6"	0.44952	2	23	2	88	270	99	1477	0	44	44	114	156	0	2	97	1	1476
242	0.056	1.0	reef_noSynodus	"sp59"	0.41785	5	7	2	98	326	16	281	3	63	32	313	13	5	3	8	5	276
242	0.056	1.0	reef_noSynodus	"sp103"	0.36391	9	12	3	167	510	72	1245	65	19	83	472	38	19	25	28	17	1228
242	0.056	1.0	reef_noSynodus	"sp202"	0.35457	4	10	3	99	245	29	961	43	36	20	207	38	2	20	7	4	957
242	0.056	1.0	reef_noSynodus	"sp128"	0.44895	1	3	2	6	69	3	506	0	3	3	69	0	0	0	3	0	506
242	0.056	1.0	reef_noSynodus	"sp187"	0.35382	8	10	3	139	275	53	1213	70	14	55	252	23	6	25	22	22	1191
242	0.056	1.0	reef_noSynodus	"sp53"	0.37112	6	10	3	121	383	41	1081	44	25	52	361	22	10	8	23	5	1076
341	0.043	0.0	loughhyne	"sp272"	0.80965	1	15	2	62	180	5	1451	0	48	14	79	101	0	1	4	0	1451
341	0.043	0.0	loughhyne	"sp303"	0.89996	0	1	1	0	0	0	20	0	0	0	0	0	0	0	0	0	20
341	0.043	0.0	loughhyne	"sp106"	0.77334	55	5	2	392	918	4	1655	91	28	273	910	8	0	2	2	1485	170
341	0.043	0.0	loughhyne	"sp323"	0.80951	4	16	2	152	280	15	801	0	89	63	174	106	0	1	14	6	795
341	0.043	0.0	loughhyne	"sp97"	0.81094	3	10	2	123	260	2	389	0	93	30	217	43	0	0	2	3	386
341	0.043	0.0	loughhyne	"sp337"	0.80799	1	8	2	54	150	0	207	0	46	8	122	28	0	0	0	0	207
341	0.043	0.0	loughhyne	"sp244"	0.81002	1	15	2	63	223	4	1452	0	48	15	122	101	0	0	4	0	1452
341	0.043	0.0	loughhyne	"sp26"	0.71542	11	15	2	317	356	71	781	131	63	123	274	82	6	42	23	49	732
341	0.043	0.0	loughhyne	"sp52"	0.72936	12	1	2	27	635	25	95	10	5	12	635	0	25	0	0	41	54
341	0.043	0.0	loughhyne	"sp63"	0.80963	1	15	2	63	223	4	1452	0	48	15	122	101	0	0	4	0	1452
341	0.043	0.0	loughhyne	"sp72"	0.89962	0	28	1	218	333	45	1587	0	218	0	0	333	0	0	45	0	1587
341	0.043	0.0	loughhyne	"sp13"	0.81037	3	10	2	123	260	2	389	0	93	30	217	43	0	0	2	3	386
341	0.043	0.0	loughhyne	"sp151"	0.81037	6	44	2	354	900	195	2006	0	97	257	142	758	0	7	188	15	1991
341	0.043	0.0	loughhyne	"sp231"	0.71607	7	11	3	241	132	43	566	162	33	46	88	44	1	31	11	20	546
341	0.043	0.0	loughhyne	"sp170"	0.72882	20	15	3	408	283	4	1642	60	48	300	182	101	0	0	4	190	1452
341	0.043	0.0	loughhyne	"sp162"	0.71118	22	4	2	277	585	73	459	205	15	57	579	6	42	31	0	189	270
341	0.043	0.0	loughhyne	"sp8"	0.80925	2	17	2	78	274	12	1521	0	44	34	150	124	0	0	12	1	1520
341	0.043	0.0	loughhyne	"sp44"	0.81012	3	3	2	21	268	1	260	0	12	9	266	2	0	0	1	3	257
341	0.043	0.0	loughhyne	"sp194"	0.76076	56	13	2	677	1516	339	1862	110	54	513	1462	54	100	215	24	1440	422
341	0.043	0.0	loughhyne	"sp209"	0.81269	2	15	2	77	216	5	1452	0	48	29	115	101	0	1	4	1	1451
341	0.043	0.0	loughhyne	"sp20"	0.72753	2	8	3	60	44	4	642	6	38	16	20	24	0	0	4	1	641
341	0.043	0.0	loughhyne	"sp135"	0.8098	2	31	2	178	579	36	1936	0	116	62	150	429	0	0	36	1	1935
341	0.043	0.0	loughhyne	"sp160"	0.81096	3	15	2	89	283	8	1451	0	48	41	182	101	0	4	4	3	1448
341	0.043	0.0	loughhyne	"sp291"	0.68178	27	2	2	194	830	158	265	146	0	48	829	1	152	6	0	199	66
341	0.043	0.0	loughhyne	"sp201"	0.80972	3	14	2	89	268	12	1008	0	47	42	189	79	0	0	12	3	1005
341	0.043	0.0	loughhyne	"sp121"	0.73602	13	43	2	472	1181	446	1355	2	192	278	410	771	33	281	132	45	1310
341	0.043	0.0	loughhyne	"sp104"	0.80705	3	10	2	123	260	2	389	0	93	30	217	43	0	0	2	3	386
341	0.043	0.0	loughhyne	"sp128"	0.69609	108	5	3	1485	1261	718	5326	1034	3	448	1256	5	621	92	5	5157	169
341	0.043	0.0	loughhyne	"sp112"	0.89993	0	28	1	218	333	45	1587	0	218	0	0	333	0	0	45	0	1587
341	0.043	0.0	loughhyne	"sp263"	0.80937	1	8	2	46	60	4	641	0	38	8	36	24	0	0	4	0	641
341	0.043	0.0	loughhyne	"sp172"	0.80899	3	38	2	235	802	139	1853	0	129	106	230	572	0	8	131	3	1850
341	0.043	0.0	loughhyne	"sp215"	0.73521	13	1	2	31	687	25	60	10	8	13	687	0	25	0	0	53	7
341	0.043	0.0	loughhyne	"sp114"	0.90007	0	28	1	218	333	45	1587	0	218	0	0	333	0	0	45	0	1587
341	0.043	0.0	loughhyne	"sp314"	0.69556	18	1	2	80	729	77	129	67	1	12	729	0	71	6	0	82	47
341	0.043	0.0	loughhyne	"sp252"	0.7123	23	9	2	263	662	103	774	65	34	164	632	30	54	43	6	199	575
341	0.043	0.0	loughhyne	"sp239"	0.73537	13	2	2	32	672	53	67	2	24	6	671	1	33	20	0	45	22
341	0.043	0.0	loughhyne	"sp333"	0.81067	3	3	2	21	268	1	260	0	12	9	266	2	0	0	1	3	257
341	0.043	0.0	loughhyne	"sp168"	0.73045	20	15	3	408	283	4	1642	60	48	300	182	101	0	0	4	190	1452
341	0.043	0.0	loughhyne	"sp200"	0.81056	33	21	2	733	1053	154	1490	0	138	595	899	154	0	98	56	528	962
341	0.043	0.0	loughhyne	"sp324"	0.81166	4	16	2	152	280	15	801	0	89	63	174	106	0	1	14	6	795
341	0.043	0.0	loughhyne	"sp38"	0.81039	2	53	2	412	1247	317	1175	0	327	85	165	1082	0	21	296	1	1174
341	0.043	0.0	loughhyne	"sp14"	0.71563	12	1	2	50	553	23	50	30	8	12	553	0	23	0	0	43	7
341	0.043	0.0	loughhyne	"sp317"	0.81089	3	10	2	123	260	2	389	0	93	30	217	43	0	0	2	3	386
341	0.043	0.0	loughhyne	"sp43"	0.81234	3	3	2	21	268	1	260	0	12	9	266	2	0	0	1	3	257
341	0.043	0.0	loughhyne	"sp62"	0.90092	0	28	1	218	333	45	1587	0	218	0	0	333	0	0	45	0	1587
341	0.043	0.0	loughhyne	"sp224"	0.81005	3	10	2	123	260	2	389	0	93	30	217	43	0	0	2	3	386
341	0.043	0.0	loughhyne	"sp300"	0.90054	0	15	1	203	104	1	239	0	203	0	0	104	0	0	1	0	239
341	0.043	0.0	loughhyne	"sp129"	0.69484	22	3	2	187	770	49	287	132	2	53	769	1	34	13	2	197	90
341	0.043	0.0	loughhyne	"sp293"	0.8111	3	3	2	21	268	1	260	0	12	9	266	2	0	0	1	3	257
341	0.043	0.0	loughhyne	"sp189"	0.80863	1	15	2	62	180	5	1451	0	48	14	79	101	0	1	4	0	1451
341	0.043	0.0	loughhyne	"sp73"	0.90104	0	28	1	218	333	45	1587	0	218	0	0	333	0	0	45	0	1587
341	0.043	0.0	loughhyne	"sp260"	0.90051	0	28	1	218	333	45	1587	0	218	0	0	333	0	0	45	0	1587
341	0.043	0.0	loughhyne	"sp130"	0.70831	85	4	2	660	1900	233	3489	359	11	290	1898	2	179	50	4	3391	98
341	0.043	0.0	loughhyne	"sp30"	0.90119	0	32	1	359	496	0	76	0	359	0	0	496	0	0	0	0	76
341	0.043	0.0	loughhyne	"sp111"	0.71758	13	1	2	72	642	24	120	59	0	13	642	0	24	0	0	54	66
341	0.043	0.0	loughhyne	"sp150"	0.80915	3	11	2	134	270	2	390	0	101	33	217	53	0	0	2	3	387
341	0.043	0.0	loughhyne	"sp100"	0.70136	8	8	3	150	29	4	669	48	38	64	5	24	0	0	4	28	641
341	0.043	0.0	loughhyne	"sp122"	0.90045	0	28	1	218	333	45	1587	0	218	0	0	333	0	0	45	0	1587
341	0.043	0.0	loughhyne	"sp161"	0.80696	31	15	2	388	815	129	1792	0	48	340	714	101	0	125	4	465	1327
341	0.043	0.0	loughhyne	"sp331"	0.72662	12	3	2	62	659	40	71	5	31	26	656	3	30	10	0	36	35
341	0.043	0.0	loughhyne	"sp134"	0.72264	11	31	2	358	833	170	1856	20	116	222	404	429	15	119	36	40	1816
341	0.043	0.0	loughhyne	"sp119"	0.81207	2	52	2	413	1249	263	1223	0	328	85	167	1082	0	19	244	1	1222
341	0.043	0.0	loughhyne	"sp98"	0.89991	0	81	1	1089	3128	112	396	0	1089	0	0	3128	0	0	112	0	396
341	0.043	0.0	loughhyne	"sp126"	0.90213	0	28	1	218	333	45	1587	0	218	0	0	333	0	0	45	0	1587
341	0.043	0.0	loughhyne	"sp159"	0.81172	1	16	2	72	142	6	1472	0	56	16	28	114	0	0	6	0	1472
341	0.043	0.0	loughhyne	"sp11"	0.6663	25	2	3	549	469	78	294	508	0	41	468	1	69	9	0	231	63
341	0.043	0.0	loughhyne	"sp105"	0.80997	1	3	2	13	81	2	172	0	12	1	78	3	0	2	0	0	172
341	0.043	0.0	loughhyne	"sp175"	0.73429	133	2	2	695	2159	264	8593	431	0	264	2158	1	262	2	0	8516	77
341	0.043	0.0	loughhyne	"sp216"	0.80984	1	53	2	365	1189	311	1180	0	327	38	107	1082	0	15	296	0	1180
341	0.043	0.0	loughhyne	"sp284"	0.78905	4	53	2	512	1267	328	1169	4	327	181	185	1082	1	31	296	5	1164
341	0.043	0.0	loughhyne	"sp145"	0.6212	13	0	3	512	68	40	38	512	0	0	68	0	40	0	0	38	0
341	0.043	0.0	loughhyne	"sp169"	0.73027	20	15	3	408	283	4	1642	60	48	300	182	101	0	0	4	190	1452
341	0.043	0.0	loughhyne	"sp294"	0.68712	22	2	2	125	745	115	194	89	0	36	744	1	107	8	0	124	70
341	0.043	0.0	loughhyne	"sp181"	0.7126	14	2	2	48	536	42	151	32	1	15	536	0	28	13	1	63	88
341	0.043	0.0	loughhyne	"sp95"	0.69419	37	2	3	302	792	81	664	231	0	71	791	1	78	3	0	588	76
341	0.043	0.0	loughhyne	"sp243"	0.80887	1	15	2	62	180	5	1451	0	48	14	79	101	0	1	4	0	1451
341	0.043	0.0	loughhyne	"sp332"	0.89899	0	29	1	215	349	57	1710	0	215	0	0	349	0	0	57	0	1710
341	0.043	0.0	loughhyne	"sp86"	0.81018	3	2	2	19	215	0	64	0	13	6	214	1	0	0	0	3	61
341	0.043	0.0	loughhyne	"sp316"	0.81054	2	52	2	413	1249	263	1223	0	328	85	167	1082	0	19	244	1	1222
341	0.043	0.0	loughhyne	"sp254"	0.74987	7	51	2	463	1262	432	1066	6	327	130	182	1080	10	227	195	11	1055
341	0.043	0.0	loughhyne	"sp325"	0.73654	123	4	2	746	2599	359	7288	288	1	457	2596	3	321	35	3	7182	106
341	0.043	0.0	loughhyne	"sp91"	0.81261	3	3	2	21	268	1	260	0	12	9	266	2	0	0	1	3	257
341	0.043	0.0	loughhyne	"sp269"	0.69967	53	6	2	632	1037	113	1459	366	2	264	1025	12	56	54	3	1322	137
341	0.043	0.0	loughhyne	"sp141"	0.69742	19	11	2	293	668	107	468	118	27	148	622	46	37	61	9	134	334
341	0.043	0.0	loughhyne	"sp78"	0.89844	0	28	1	218	333	45	1587	0	218	0	0	333	0	0	45	0	1587
341	0.043	0.0	loughhyne	"sp182"	0.81048	1	41	2	162	646	254	1748	0	130	32	71	575	0	9	245	0	1748
341	0.043	0.0	loughhyne	"sp65"	0.90009	0	28	1	218	333	45	1587	0	218	0	0	333	0	0	45	0	1587
341	0.043	0.0	loughhyne	"sp292"	0.78213	49	3	2	142	1487	69	1238	29	1	112	1486	1	32	35	2	1144	94
341	0.043	0.0	loughhyne	"sp16"	0.80815	32	15	2	403	843	129	1823	0	48	355	742	101	0	125	4	496	1327
341	0.043	0.0	loughhyne	"sp42"	0.80856	3	3	2	21	268	1	260	0	12	9	266	2	0	0	1	3	257
341	0.043	0.0	loughhyne	"sp54"	0.66267	18	2	3	386	218	23	220	353	1	32	218	0	18	4	1	135	85
341	0.043	0.0	loughhyne	"sp295"	0.66496	5	1	3	144	102	6	70	142	0	2	102	0	3	3	0	7	63
341	0.043	0.0	loughhyne	"sp237"	0.80984	5	4	2	143	178	6	52	0	125	18	176	2	0	2	4	10	42
341	0.043	0.0	loughhyne	"sp23"	0.90129	0	29	1	229	357	49	1585	0	229	0	0	357	0	0	49	0	1585
341	0.043	0.0	loughhyne	"sp167"	0.63371	4	17	3	85	125	91	676	58	12	15	22	103	5	53	33	1	675
341	0.043	0.0	loughhyne	"sp157"	0.67222	11	7	3	260	131	46	606	190	20	50	111	20	18	27	1	37	569
341	0.043	0.0	loughhyne	"sp25"	0.89988	0	28	1	218	333	45	1587	0	218	0	0	333	0	0	45	0	1587
341	0.043	0.0	loughhyne	"sp27"	0.78907	40	15	2	576	996	211	1383	63	55	458	923	73	37	142	32	743	640
341	0.043	0.0	loughhyne	"sp70"	0.80779	3	38	2	235	802	139	1853	0	129	106	230	572	0	8	131	3	1850
341	0.043	0.0	loughhyne	"sp118"	0.79092	4	38	2	235	803	178	1817	0	129	106	231	572	1	46	131	5	1812
341	0.043	0.0	loughhyne	"sp297"	0.68955	24	3	3	314	656	96	359	249	4	61	655	1	83	11	2	193	166
341	0.043	0.0	loughhyne	"sp339"	0.8098	4	16	2	152	280	15	801	0	89	63	174	106	0	1	14	6	795
341	0.043	0.0	loughhyne	"sp261"	0.64396	18	0	3	613	182	19	134	613	0	0	182	0	19	0	0	134	0
341	0.043	0.0	loughhyne	"sp146"	0.81107	3	10	2	123	260	2	389	0	93	30	217	43	0	0	2	3	386
341	0.043	0.0	loughhyne	"sp22"	0.7018	84	2	3	741	1392	141	3417	582	0	159	1392	0	131	9	1	3355	62
341	0.043	0.0	loughhyne	"sp127"	0.90094	0	28	1	218	333	45	1587	0	218	0	0	333	0	0	45	0	1587
341	0.043	0.0	loughhyne	"sp99"	0.90074	0	65	1	808	2038	42	145	0	808	0	0	2038	0	0	42	0	145
341	0.043	0.0	loughhyne	"sp267"	0.81073	2	15	2	78	259	4	1453	0	48	30	158	101	0	0	4	1	1452
341	0.043	0.0	loughhyne	"sp176"	0.6918	45	2	2	400	494	65	1015	313	1	86	494	0	60	4	1	930	85
341	0.043	0.0	loughhyne	"sp309"	0.80793	1	15	2	63	223	4	1452	0	48	15	122	101	0	0	4	0	1452
341	0.043	0.0	loughhyne	"sp283"	0.75919	59	1	2	249	1606	137	1640	193	0	56	1606	0	134	3	0	1577	63
341	0.043	0.0	loughhyne	"sp174"	0.80854	3	16	2	103	351	7	1474	0	56	47	237	114	0	1	6	3	1471
341	0.043	0.0	loughhyne	"sp195"	0.71417	13	6	2	210	409	38	384	142	13	55	396	13	13	23	2	65	319
341	0.043	0.0	loughhyne	"sp158"	0.80979	1	16	2	72	142	6	1472	0	56	16	28	114	0	0	6	0	1472
341	0.043	0.0	loughhyne	"sp207"	0.74905	78	6	2	512	1607	322	3259	187	18	307	1595	12	158	161	3	2845	414
341	0.043	0.0	loughhyne	"sp278"	0.71959	9	39	2	471	886	232	1808	84	123	264	284	602	6	87	139	30	1778
341	0.043	0.0	loughhyne	"sp110"	0.80858	1	9	2	68	158	0	262	0	59	9	122	36	0	0	0	0	262
341	0.043	0.0	loughhyne	"sp85"	0.73176	21	0	2	193	293	12	198	193	0	0	293	0	12	0	0	198	0
341	0.043	0.0	loughhyne	"sp33"	0.89751	0	28	1	218	333	45	1587	0	218	0	0	333	0	0	45	0	1587
341	0.043	0.0	loughhyne	"sp217"	0.80866	2	15	2	78	251	4	1453	0	48	30	150	101	0	0	4	1	1452
341	0.043	0.0	loughhyne	"sp3"	0.80915	2	52	2	413	1249	263	1223	0	328	85	167	1082	0	19	244	1	1222
341	0.043	0.0	loughhyne	"sp242"	0.80991	1	15	2	62	180	5	1451	0	48	14	79	101	0	1	4	0	1451
341	0.043	0.0	loughhyne	"sp183"	0.72009	7	8	3	122	88	60	606	84	38	0	64	24	0	56	4	21	585
341	0.043	0.0	loughhyne	"sp79"	0.73138	20	15	3	408	283	4	1642	60	48	300	182	101	0	0	4	190	1452
341	0.043	0.0	loughhyne	"sp255"	0.80801	31	17	2	548	879	96	788	0	83	465	777	102	0	62	34	465	323
341	0.043	0.0	loughhyne	"sp230"	0.80973	3	10	2	123	260	2	389	0	93	30	217	43	0	0	2	3	386
341	0.043	0.0	loughhyne	"sp330"	0.80933	1	15	2	63	223	4	1452	0	48	15	122	101	0	0	4	0	1452
341	0.043	0.0	loughhyne	"sp84"	0.80853	1	15	2	63	223	4	1452	0	48	15	122	101	0	0	4	0	1452
341	0.043	0.0	loughhyne	"sp271"	0.80834	2	1	2	10	186	0	8	0	8	2	186	0	0	0	0	1	7
341	0.043	0.0	loughhyne	"sp41"	0.80655	3	3	2	21	268	1	260	0	12	9	266	2	0	0	1	3	257
341	0.043	0.0	loughhyne	"sp64"	0.75239	91	1	2	296	1697	118	4043	205	0	91	1697	0	118	0	0	3977	66
341	0.043	0.0	loughhyne	"sp319"	0.81069	4	16	2	152	280	15	801	0	89	63	174	106	0	1	14	6	795
341	0.043	0.0	loughhyne	"sp92"	0.80904	3	3	2	21	268	1	260	0	12	9	266	2	0	0	1	3	257
341	0.043	0.0	loughhyne	"sp326"	0.69168	23	10	2	520	439	161	623	360	22	138	413	26	50	92	19	203	420
341	0.043	0.0	loughhyne	"sp218"	0.81016	1	15	2	63	223	4	1452	0	48	15	122	101	0	0	4	0	1452
341	0.043	0.0	loughhyne	"sp55"	0.8098	2	52	2	413	1249	263	1223	0	328	85	167	1082	0	19	244	1	1222
341	0.043	0.0	loughhyne	"sp226"	0.80907	3	10	2	123	260	2	389	0	93	30	217	43	0	0	2	3	386
341	0.043	0.0	loughhyne	"sp140"	0.6921	21	6	3	222	561	92	436	143	4	75	550	11	37	51	4	173	263
341	0.043	0.0	loughhyne	"sp71"	0.90066	0	28	1	218	333	45	1587	0	218	0	0	333	0	0	45	0	1587
341	0.043	0.0	loughhyne	"sp156"	0.71355	20	0	2	83	778	46	144	83	0	0	778	0	46	0	0	144	0
341	0.043	0.0	loughhyne	"sp51"	0.69033	9	26	3	443	331	134	978	153	116	174	75	256	5	60	69	31	947
341	0.043	0.0	loughhyne	"sp264"	0.70527	101	5	2	1012	1606	142	5171	588	4	420	1600	6	53	85	4	4997	174
341	0.043	0.0	loughhyne	"sp234"	0.89978	0	14	1	199	90	1	235	0	199	0	0	90	0	0	1	0	235
341	0.043	0.0	loughhyne	"sp147"	0.81135	3	10	2	123	260	2	389	0	93	30	217	43	0	0	2	3	386
341	0.043	0.0	loughhyne	"sp249"	0.80903	1	13	2	55	139	19	802	0	42	13	80	59	0	0	19	0	802
341	0.043	0.0	loughhyne	"sp179"	0.65971	10	0	3	111	125	15	30	111	0	0	125	0	15	0	0	30	0
341	0.043	0.0	loughhyne	"sp31"	0.70357	92	1	3	722	1200	36	4216	630	0	92	1200	0	36	0	0	4150	66
341	0.043	0.0	loughhyne	"sp204"	0.71665	3	12	2	74	159	30	650	27	32	15	101	58	1	21	8	2	648
341	0.043	0.0	loughhyne	"sp166"	0.69792	12	18	3	171	493	184	646	45	12	114	390	103	32	102	50	34	612
341	0.043	0.0	loughhyne	"sp136"	0.81196	1	31	2	146	508	37	1934	0	116	30	79	429	0	1	36	0	1934
341	0.043	0.0	loughhyne	"sp117"	0.81053	2	38	2	198	681	138	1852	0	129	69	109	572	0	7	131	1	1851
341	0.043	0.0	loughhyne	"sp279"	0.89922	0	28	1	218	333	45	1587	0	218	0	0	333	0	0	45	0	1587
341	0.043	0.0	loughhyne	"sp282"	0.76295	73	6	2	526	1034	74	3006	136	24	366	1021	13	0	72	2	2628	378
341	0.043	0.0	loughhyne	"sp164"	0.81039	3	11	2	134	270	2	390	0	101	33	217	53	0	0	2	3	387
341	0.043	0.0	loughhyne	"sp107"	0.89893	0	28	1	218	333	45	1587	0	218	0	0	333	0	0	45	0	1587
341	0.043	0.0	loughhyne	"sp311"	0.89878	0	28	1	218	333	45	1587	0	218	0	0	333	0	0	45	0	1587
341	0.043	0.0	loughhyne	"sp206"	0.62829	7	0	3	139	34	2	19	139	0	0	34	0	2	0	0	19	0
341	0.043	0.0	loughhyne	"sp124"	0.90057	0	53	1	210	1237	141	1962	0	210	0	0	1237	0	0	141	0	1962
341	0.043	0.0	loughhyne	"sp210"	0.80893	1	15	2	62	180	5	1451	0	48	14	79	101	0	1	4	0	1451
341	0.043	0.0	loughhyne	"sp2"	0.77203	2	8	2	57	57	4	642	3	38	16	33	24	0	0	4	1	641
341	0.043	0.0	loughhyne	"sp241"	0.80802	5	29	2	245	366	109	1543	0	100	145	69	297	0	0	109	10	1533
341	0.043	0.0	loughhyne	"sp306"	0.81035	3	41	2	257	902	156	1905	0	145	112	227	675	0	11	145	3	1902
341	0.043	0.0	loughhyne	"sp177"	0.80833	3	38	2	235	802	139	1853	0	129	106	230	572	0	8	131	3	1850
341	0.043	0.0	loughhyne	"sp83"	0.81083	7	16	2	155	380	11	1490	0	49	106	265	115	0	6	5	21	1469
341	0.043	0.0	loughhyne	"sp213"	0.80961	1	15	2	62	180	5	1451	0	48	14	79	101	0	1	4	0	1451
341	0.043	0.0	loughhyne	"sp285"	0.81091	4	15	2	100	367	12	1450	0	48	52	266	101	0	8	4	6	1444
341	0.043	0.0	loughhyne	"sp240"	0.70184	3	9	3	90	56	8	662	13	51	26	27	29	0	1	7	3	659
341	0.043	0.0	loughhyne	"sp152"	0.8083	31	8	2	285	862	5	1105	0	38	247	838	24	0	1	4	465	640
341	0.043	0.0	loughhyne	"sp327"	0.68028	24	6	3	203	735	205	399	119	6	78	728	7	131	66	8	145	254
341	0.043	0.0	loughhyne	"sp93"	0.80954	3	3	2	21	268	1	260	0	12	9	266	2	0	0	1	3	257
341	0.043	0.0	loughhyne	"sp312"	0.7134	55	1	2	384	1104	70	1481	329	0	55	1104	0	70	0	0	1415	66
341	0.043	0.0	loughhyne	"sp76"	0.69762	23	22	2	468	802	359	770	131	36	301	621	181	104	205	50	149	621
341	0.043	0.0	loughhyne	"sp17"	0.71004	16	9	2	166	642	67	570	32	6	128	615	27	42	16	9	78	492
341	0.043	0.0	loughhyne	"sp318"	0.90047	0	15	1	203	104	1	239	0	203	0	0	104	0	0	1	0	239
341	0.043	0.0	loughhyne	"sp256"	0.80941	1	15	2	63	223	4	1452	0	48	15	122	101	0	0	4	0	1452
341	0.043	0.0	loughhyne	"sp221"	0.67774	52	2	3	871	394	244	1160	779	0	92	393	1	232	12	0	1094	66
341	0.043	0.0	loughhyne	"sp219"	0.89957	0	37	1	682	645	21	225	0	682	0	0	645	0	0	21	0	225
341	0.043	0.0	loughhyne	"sp188"	0.81173	3	10	2	123	260	2	389	0	93	30	217	43	0	0	2	3	386
341	0.043	0.0	loughhyne	"sp40"	0.70097	18	13	3	271	593	135	672	103	17	151	539	54	28	83	24	125	547
341	0.043	0.0	loughhyne	"sp67"	0.81102	5	14	2	154	139	21	791	0	84	70	69	70	0	0	21	10	781
341	0.043	0.0	loughhyne	"sp108"	0.90082	0	28	1	218	333	45	1587	0	218	0	0	333	0	0	45	0	1587
341	0.043	0.0	loughhyne	"sp235"	0.81064	2	2	2	42	186	1	34	0	39	3	185	1	0	1	0	1	33
341	0.043	0.0	loughhyne	"sp305"	0.70821	15	6	2	135	692	72	249	63	4	68	681	11	46	22	4	59	190
341	0.043	0.0	loughhyne	"sp109"	0.80824	3	5	2	46	275	1	260	0	31	15	266	9	0	0	1	3	257
341	0.043	0.0	loughhyne	"sp165"	0.72147	11	16	2	179	667	85	1435	13	49	117	551	116	22	59	4	33	1402
341	0.043	0.0	loughhyne	"sp56"	0.71449	67	1	2	346	1367	105	2172	279	0	67	1367	0	105	0	0	2106	66
341	0.043	0.0	loughhyne	"sp36"	0.72748	12	2	2	28	657	40	89	5	9	14	656	1	30	10	0	36	53
341	0.043	0.0	loughhyne	"sp289"	0.80858	2	38	2	198	767	138	1852	0	129	69	195	572	0	7	131	1	1851
341	0.043	0.0	loughhyne	"sp131"	0.81028	2	9	2	45	234	4	609	0	27	18	202	32	0	0	4	1	608
341	0.043	0.0	loughhyne	"sp15"	0.80899	1	15	2	63	223	4	1452	0	48	15	122	101	0	0	4	0	1452
341	0.043	0.0	loughhyne	"sp248"	0.74503	69	3	2	361	1556	287	2219	201	1	159	1555	1	237	48	2	2109	110
341	0.043	0.0	loughhyne	"sp148"	0.80905	3	10	2	123	260	2	389	0	93	30	217	43	0	0	2	3	386
341	0.043	0.0	loughhyne	"sp116"	0.81156	3	6	2	55	280	1	263	0	37	18	266	14	0	0	1	3	260
341	0.043	0.0	loughhyne	"sp5"	0.81088	31	10	2	360	868	16	1123	0	51	309	838	30	0	1	15	465	658
341	0.043	0.0	loughhyne	"sp125"	0.8084	1	3	2	42	125	0	52	0	39	3	122	3	0	0	0	0	52
341	0.043	0.0	loughhyne	"sp301"	0.81103	3	3	2	21	268	1	260	0	12	9	266	2	0	0	1	3	257
341	0.043	0.0	loughhyne	"sp1"	0.81031	7	9	2	112	205	8	668	0	50	62	176	29	0	1	7	21	647
341	0.043	0.0	loughhyne	"sp184"	0.80961	1	15	2	62	180	5	1451	0	48	14	79	101	0	1	4	0	1451
341	0.043	0.0	loughhyne	"sp310"	0.80868	1	15	2	63	223	4	1452	0	48	15	122	101	0	0	4	0	1452
341	0.043	0.0	loughhyne	"sp208"	0.68261	23	16	3	586	277	157	913	283	41	262	183	94	25	106	26	228	685
341	0.043	0.0	loughhyne	"sp229"	0.8104	4	8	2	70	326	4	647	0	38	32	302	24	0	0	4	6	641
